typing_speed_kpm,backspace_rate,mean_key_interval_ms,std_key_interval_ms,mouse_distance_px,mouse_speed_px_per_sec,click_rate_per_min,mean_click_latency_ms,idle_time_sec,session_minutes,fatigue_label
79.94582114827804,0.09104648415566581,486.09579849773587,139.7331747777678,2674.1312342804476,27.98868864310893,1.2681787452414677,881.5881383457305,18.5252908594033,340.4924506891133,2
58.21094097090091,0.21543272806425887,978.1059182551528,24.613526293369436,4036.658551994571,75.73438818380663,14.515472664739152,156.2583435590128,6.691399810779819,134.72867851510344,1
66.49082373120113,0.04206563826096197,736.407417321824,34.465125066594844,16265.150193193826,222.49131295784463,7.976480051976815,166.64219108826168,4.13680505928751,75.64708499788796,0
91.76796597815732,0.02326710855822128,929.3528245538563,43.90465353709156,6685.721778538161,112.9623321268049,14.689420314670901,155.23729389581783,8.422903829104177,182.22154419625457,1
36.767724060462896,0.1984391649458108,1665.963021273835,55.17649062716673,5096.8958876236,87.78159510575775,6.859741585615541,388.6740316050694,6.630111920233122,72.10011890734376,1
80.32496992614301,0.08455155986765592,889.7134593011294,45.63504293527372,5640.212462814703,100.95001172243656,12.762952555505512,367.758256169029,9.23441177466644,127.29915365262794,1
100.9341270553301,0.061751351354843075,614.6842840758536,36.93808438852061,5289.5430144883,58.847446717948884,13.452903636969502,233.03349703147776,8.96694852104116,75.72666821104086,1
58.16992057283923,0.09898403703245022,960.4524198767974,39.13035722249976,2618.244727937443,85.46343611585299,15.433216524372039,155.14923999627806,4.0735859979359805,39.40401417601081,0
58.669131796505795,0.10095671184812784,964.0962739020705,43.642067685559354,3924.8483103794383,44.06006714796993,6.607716256630509,620.242890455323,23.329310271233442,152.28790482481938,2
53.851171915564855,0.09709374526042239,911.9398508928101,46.79211225448835,8877.903492758644,103.34310282560337,14.642138005972573,225.28062199507133,7.19141865362368,121.52032454390991,1
55.584213419303,0.1103167195781821,1005.0143053921634,24.891929702049932,5976.2553095905205,131.76058352421666,15.194824503377367,241.00416485326022,3.048945338297513,198.73978288719874,1
71.7884912727391,0.12218725724580123,979.3645819453386,55.58110324079539,11700.404443246904,130.00302710433337,7.2038659252663635,344.8756880370108,9.294842004486036,195.00839753863724,1
83.46360281381061,0.026666717017195536,849.0458433560154,30.220933456851387,9185.467517291427,151.38774620450317,23.126226590800947,90.12583942192038,1.9055855351473017,79.16743094546388,0
29.05771416679478,0.1532390118324342,898.0711400815987,144.2440562333016,2905.9923633866874,20.973794213856046,7.601123371074027,767.4241388113691,25.265567135189922,215.827934168714,2
87.19358443883975,0.20215919540380567,301.0916992803488,136.89834972935168,3991.2982326512497,57.83421838402719,1.138796189305732,483.89251503997644,10.260540415054455,326.0659154344106,2
58.78855925258119,0.05258509015486375,989.082909451404,37.39166081805805,8984.75555538939,160.86993182942507,17.920382705956065,258.37956110687816,6.397316877433334,78.13053350401707,1
75.5254597495753,0.034817501701913854,811.8713463816722,47.352481470488534,4926.130679062326,122.91747728111963,9.715112351136165,337.05286610098386,6.051291139027213,157.01597154398178,1
56.57682821171016,0.09637133325108035,310.1179829521647,71.24110234433118,3440.827974041762,68.47432119250004,7.935468941989431,679.9277958755821,17.72582483152202,398.42197871152365,2
68.66088682241025,0.08935198203750334,927.6691205064409,31.927870379408418,4322.690620619271,102.47237693573433,17.647105523818883,220.3440480342145,4.826289098863134,135.2680435956812,1
50.971111149380604,0.09210951858925415,1287.4996427598724,52.79781287255501,7643.70266877044,127.53750580183171,11.101640644073164,205.31009641638815,8.520130312311776,68.12667934408022,1
30.236245107663947,0.14904647403523688,472.5805217583661,205.94609591735613,3509.8327507284152,25.425470324002312,6.827255210887562,687.2626531794785,21.126687929197086,168.2047159723431,2
50.93958436087068,0.13421076674409843,1113.3977370384432,38.977600151311385,5425.339281813029,103.65313754587034,12.533704867416217,718.34222930358,20.877655008880044,168.07852049024112,2
91.11979044550286,0.17237153414452633,702.4207197050616,62.73475160881662,1331.467022800609,59.17774271090772,6.115066159831013,649.7656738141529,17.521831691218388,399.2148120228292,2
53.54823532979042,0.16384391979599774,970.046012280754,35.82727153520947,2581.408035294813,41.75726875445865,4.747379398644077,667.879636325292,5.265070793893852,74.74311380264989,2
57.81201822244078,0.30809040142146804,1005.0309244778334,33.31350047348335,11972.181837119664,140.2612444350343,14.59165169300453,271.1874764587844,8.94591540322334,50.809159302567224,1
50.77332085479797,0.22333939392419513,497.6515534830916,81.90923493136205,1218.9707630538462,53.525315517260495,7.531190628566395,879.9046082573151,12.637756624346991,121.13601705822157,2
49.4287813349507,0.25155714014450437,929.5605452889841,147.23734560221456,3893.5212444419267,66.88863003342149,5.032145693810789,749.5569128958298,25.284987746733282,147.3088660665676,2
34.30816385531545,0.2574313212249474,785.6450916334023,140.52001294610142,3280.640968847081,9.885450607646824,9.024276457364019,291.1559398940392,15.808229651585046,244.78398524151953,2
47.721466837795404,0.08613965040398842,1354.6592586860922,28.12459213694388,4856.099498842752,88.84870917784802,6.872125368537153,228.51667854604864,9.84045098585109,134.3611951821427,1
64.83459627162473,0.24873499738884272,935.2535111049444,71.22362435000346,607.2023842107328,11.80125612396505,5.774919599554785,714.0578392623781,8.647110836681719,133.97876796365298,2
83.17724289170415,0.09745102454769035,775.3950462981561,25.43837491417738,10873.265501250284,124.77435941350402,6.122557003385481,346.0521513141325,5.373777674866661,65.63640078603375,1
76.79439508954623,0.04030490272093268,937.3561660032785,31.811349837436207,5636.178119498358,90.4202669468542,18.896956756099264,137.15330446149966,5.194304401210349,66.72338471872862,0
40.92040523453932,0.17754828112372262,1306.5928185145724,40.36161717145972,5132.972739090237,71.21412055971112,3.171823335261215,690.4614929215297,20.00465275746517,90.58185582642251,2
89.6259724933243,0.11124795520458107,845.0212490185593,18.511300560148584,6541.930682391487,174.47135894263397,4.976696966838569,328.1603818749913,7.446709293038988,139.2773607001634,1
112.31040124639094,0.10969310051137941,592.4172648475251,87.95344562934679,4096.7402006818975,14.829805705948644,1.2492687703752288,850.2290700154697,21.866317991959917,497.0230979405184,2
